Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
287,Tristan Da Silva,23,ORL,SF,73,37,21.8,2.7,6.4,.413,1.0,3.2,.326,1.6,3.2,.498,.494,0.8,0.9,.873,1.0,2.3,3.3,1.5,0.5,0.2,0.8,1.3,7.1,,dasiltr01
288,Vit Krejci,24,ATL,PG,56,16,20.1,2.5,5.1,.488,1.6,3.6,.431,0.9,1.5,.627,.641,0.6,0.8,.705,0.4,2.3,2.7,2.5,0.6,0.5,0.8,1.8,7.1,,krejcvi01
289,Jamal Shead,22,TOR,PG,74,10,19.3,2.7,6.6,.407,0.9,2.9,.321,1.8,3.7,.474,.478,0.7,0.9,.776,0.4,1.1,1.5,4.1,0.8,0.1,1.5,2.1,7.1,,sheadja01
290,Bol Bol,25,PHO,PF,35,10,12.7,2.7,5.2,.525,0.9,2.7,.344,1.8,2.6,.711,.612,0.6,0.7,.769,0.6,2.4,3.0,0.6,0.3,0.7,0.6,0.6,7.0,,bolbo01
291,Jeff Dowtin,27,PHI,PG,41,3,15.1,2.7,5.6,.487,0.7,1.7,.400,2.0,3.9,.525,.548,0.8,1.1,.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7.0,,dowtije01
292,Marcus Garrett,26,CHO,SG,4,0,19.8,2.8,6.8,.407,0.8,2.0,.375,2.0,4.8,.421,.463,0.8,1.0,.750,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0,,garrema01
293,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,1.4,2.8,.500,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,jacksis01
294,Josh Okogie,26,2TM,SG,39,6,15.6,2.3,5.2,.446,0.8,2.2,.353,1.5,3.0,.513,.520,1.5,2.1,.738,1.2,1.7,2.8,0.8,1.2,0.4,0.8,1.2,6.9,,okogijo01
294,Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,.491,0.6,1.7,.381,1.6,2.9,.556,.561,0.9,1.3,.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,,okogijo01
294,Josh Okogie,26,CHO,SG,14,5,18.3,2.4,6.3,.386,1.0,3.1,.326,1.4,3.2,.444,.466,2.6,3.4,.771,0.9,1.9,2.8,1.2,1.9,0.5,1.0,1.4,8.5,,okogijo01
295,Orlando Robinson,24,2TM,C,44,8,17.5,2.6,5.9,.444,0.4,1.2,.327,2.3,4.8,.474,.477,1.2,1.6,.771,2.0,3.0,5.0,1.8,0.4,0.4,1.1,2.3,6.9,,robinor01
295,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,,robinor01
295,Orlando Robinson,24,TOR,C,35,8,20.4,3.1,7.0,.447,0.5,1.3,.340,2.7,5.6,.472,.480,1.4,1.8,.794,2.5,3.4,5.9,1.9,0.4,0.4,1.3,2.7,8.1,,robinor01
296,Jake LaRavia,23,2TM,PF,66,0,20.4,2.4,5.1,.475,0.9,2.2,.423,1.5,3.0,.513,.564,1.2,1.7,.678,1.4,2.6,3.9,2.4,0.9,0.3,1.3,2.0,6.9,,laravja01
296,Jake LaRavia,23,MEM,PF,47,0,20.9,2.5,5.1,.490,0.9,1.9,.444,1.7,3.2,.517,.573,1.4,2.0,.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3,,laravja01
296,Jake LaRavia,23,SAC,PF,19,0,19.3,2.2,5.1,.438,1.1,2.7,.385,1.2,2.3,.500,.542,0.6,1.0,.579,1.2,1.6,2.8,1.3,0.9,0.2,0.9,2.1,6.1,,laravja01
297,Matisse Thybulle,27,POR,SG,14,4,20.2,2.6,5.5,.481,1.3,3.1,.419,1.4,2.4,.559,.597,0.4,0.6,.625,0.7,2.6,3.4,1.9,2.2,0.6,0.9,0.9,6.9,,thybuma01
298,Cody Martin,29,2TM,SF,52,8,22.3,2.6,6.2,.419,0.8,2.9,.289,1.8,3.3,.532,.486,0.8,1.2,.705,1.0,3.3,4.3,2.0,1.1,0.6,1.0,1.8,6.8,,martico01
298,Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,martico01
298,Cody Martin,29,PHO,SF,13,0,14.9,1.5,4.2,.352,0.2,1.9,.120,1.2,2.2,.552,.380,0.7,0.9,.750,1.0,2.5,3.5,1.2,1.0,0.5,0.6,1.7,3.8,,martico01
299,Jamison Battle,23,TOR,SF,58,9,17.2,2.4,5.7,.427,1.7,4.2,.402,0.7,1.4,.500,.576,0.3,0.3,.889,0.6,1.9,2.6,0.9,0.3,0.2,0.4,1.5,6.8,,battlja01
300,Ryan Dunn,22,PHO,SF,73,43,18.9,2.7,6.4,.429,1.1,3.5,.310,1.6,2.8,.577,.515,0.3,0.5,.487,1.2,2.3,3.5,0.7,0.6,0.5,0.5,2.2,6.8,,dunnry01
301,Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,.426,1.4,3.5,.409,0.8,1.7,.463,.564,0.9,1.2,.750,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,gordoer01
302,Jaxson Hayes,24,LAL,C,56,35,19.5,2.9,4.0,.722,0.0,0.1,.000,2.9,3.9,.732,.722,1.1,1.8,.622,1.4,3.4,4.8,1.0,0.6,0.9,0.8,2.4,6.8,,hayesja02
303,Oscar Tshiebwe,25,UTA,C,13,1,17.8,2.7,4.8,.565,0.0,0.0,,2.7,4.8,.565,.565,1.5,2.0,.731,3.2,5.2,8.5,0.5,0.8,0.0,0.5,1.7,6.8,,tshieos01
304,Cameron Payne,30,NYK,PG,71,4,14.9,2.4,6.1,.400,1.3,3.5,.361,1.2,2.6,.451,.503,0.6,0.7,.896,0.2,1.2,1.4,2.8,0.5,0.2,0.7,1.5,6.7,,payneca01
305,Vasilije Micić,31,2TM,PG,41,16,19.1,2.3,6.7,.348,1.1,3.0,.360,1.2,3.6,.338,.430,0.8,1.0,.829,0.5,1.7,2.2,3.1,0.4,0.0,1.9,1.1,6.6,,micicva01
